Dataset,N_series,CV (median),Hurst (median),ACF@10min,ACF@30min,ACF@60min,ACF@120min
Alibaba (batch),4919,0.3461869252003597,0.8981070954057168,0.739024526857466,0.4665073101146431,0.31969790795673836,0.21117760213032813
