dataset,horizon_min,model,C_u_over_C_o,total_cost_dollars,cost_waste_dollars,cost_violation_dollars,cost_per_vcpu_month,violation_rate,waste_rate,mean_violation_pp,mean_waste_pp,savings_vs_naive_dollars,savings_vs_naive_pct,n_timesteps
Bitbrains,10,xgboost,2,88.92732238769531,31.544815063476562,57.38250732421875,3.7749195098876953,0.2856104079867935,0.7143895920132065,3.5241007804870605,3.8745992183685303,-10.611099243164062,-13.549042701721191,203536
Bitbrains,10,lightgbm,2,78.34367591582702,26.00644945521899,52.337226460608036,3.3256493195933174,0.39268237559940256,0.4220874931216099,3.214248736133168,3.19433042007544,-0.027452771295770617,-0.035053747733859685,203536
Bitbrains,10,extratrees,2,96.5374810405184,32.704108768494415,63.833372272023986,4.09796712222938,0.3338426617404292,0.6661573382595708,3.920275299702754,4.016993157045241,-18.22125789598715,-23.266262294544173,203536
Bitbrains,10,linear_reg,2,93.27454376220703,33.367122650146484,59.90742111206055,3.9594569206237793,0.3020988915965726,0.6979011084034275,3.6791651248931885,4.098430156707764,-14.958320617675781,-19.099899291992188,203536
Bitbrains,10,naive,3,104.41114807128906,26.126388549804688,78.28475952148438,4.4322004318237305,0.3513137725021618,0.41725788066975866,3.2051970958709717,3.2090625762939453,0.0,0.0,203536
Bitbrains,10,hetero_ensemble,3,123.69655966668424,35.777827376732056,87.91873228995217,5.25085623929011,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-19.285411595395175,-18.470644132969046,203536
Bitbrains,10,homo_ensemble,3,123.69655966668424,35.777827376732056,87.91873228995217,5.25085623929011,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-19.285411595395175,-18.470644132969046,203536
Bitbrains,10,xgboost,3,117.61856842041016,31.544815063476562,86.0737533569336,4.992847919464111,0.2856104079867935,0.7143895920132065,3.5241007804870605,3.8745992183685303,-13.207420349121094,-12.649435043334961,203536
Bitbrains,10,lightgbm,3,104.51228914613105,26.00644945521899,78.50583969091207,4.436493682800942,0.39268237559940256,0.4220874931216099,3.214248736133168,3.19433042007544,-0.10114107484199053,-0.09686808038250301,203536
Bitbrains,10,extratrees,3,128.4541671765304,32.704108768494415,95.75005840803598,5.452814265806652,0.3338426617404292,0.6661573382595708,3.920275299702754,4.016993157045241,-24.043019105241342,-23.027252883787302,203536
Bitbrains,10,linear_reg,3,123.22825622558594,33.367122650146484,89.86112976074219,5.230976581573486,0.3020988915965726,0.6979011084034275,3.6791651248931885,4.098430156707764,-18.817108154296875,-18.022125244140625,203536
Bitbrains,10,naive,5,156.60098266601562,26.126388549804688,130.47459411621094,6.647631645202637,0.3513137725021618,0.41725788066975866,3.2051970958709717,3.2090625762939453,0.0,0.0,203536
Bitbrains,10,hetero_ensemble,5,182.30904785998567,35.777827376732056,146.5312204832536,7.7389266444770275,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-25.708065193970043,-16.41628600045114,203536
Bitbrains,10,homo_ensemble,5,182.30904785998567,35.777827376732056,146.5312204832536,7.7389266444770275,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-25.708065193970043,-16.41628600045114,203536
Bitbrains,10,xgboost,5,175.00108337402344,31.544815063476562,143.45626831054688,7.428707122802734,0.2856104079867935,0.7143895920132065,3.5241007804870605,3.8745992183685303,-18.400100708007812,-11.74967098236084,203536
Bitbrains,10,lightgbm,5,156.84951560673906,26.00644945521899,130.84306615152008,6.658182409216186,0.39268237559940256,0.4220874931216099,3.214248736133168,3.19433042007544,-0.248532940723436,-0.1587045856879995,203536
Bitbrains,10,extratrees,5,192.28753944855438,32.704108768494415,159.58343068005996,8.162508552961196,0.3338426617404292,0.6661573382595708,3.920275299702754,4.016993157045241,-35.68655678253876,-22.78820743969903,203536
Bitbrains,10,linear_reg,5,183.13568115234375,33.367122650146484,149.7685546875,7.774016380310059,0.3020988915965726,0.6979011084034275,3.6791651248931885,4.098430156707764,-26.534698486328125,-16.94414520263672,203536
Bitbrains,10,naive,10,287.0755615234375,26.126388549804688,260.9491882324219,12.186211585998535,0.3513137725021618,0.41725788066975866,3.2051970958709717,3.2090625762939453,0.0,0.0,203536
Bitbrains,10,hetero_ensemble,10,328.84026834323925,35.777827376732056,293.0624409665072,13.95910265744432,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-41.764706819801745,-14.548332361754163,203536
Bitbrains,10,homo_ensemble,10,328.84026834323925,35.777827376732056,293.0624409665072,13.95910265744432,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-41.764706819801745,-14.548332361754163,203536
Bitbrains,10,xgboost,10,318.45733642578125,31.544815063476562,286.91253662109375,13.518352508544922,0.2856104079867935,0.7143895920132065,3.5241007804870605,3.8745992183685303,-31.38177490234375,-10.931538581848145,203536
Bitbrains,10,lightgbm,10,287.69258175825917,26.00644945521899,261.68613230304015,12.212404225254302,0.39268237559940256,0.4220874931216099,3.214248736133168,3.19433042007544,-0.6170202348216662,-0.21493304116424808,203536
Bitbrains,10,extratrees,10,351.8709701286143,32.704108768494415,319.1668613601199,14.936744270847555,0.3338426617404292,0.6661573382595708,3.920275299702754,4.016993157045241,-64.79540860517682,-22.570854955860383,203536
Bitbrains,10,linear_reg,10,332.90423583984375,33.367122650146484,299.537109375,14.131614685058594,0.3020988915965726,0.6979011084034275,3.6791651248931885,4.098430156707764,-45.82867431640625,-15.963974952697754,203536
Bitbrains,30,naive,1,100.18023681640625,50.0806884765625,50.099544525146484,4.264501571655273,0.3605297386780182,0.43045209097000514,6.170867443084717,6.168545246124268,0.0,0.0,202968
Bitbrains,30,hetero_ensemble,1,118.05007210817082,64.6562707302519,53.39380137791892,5.025189305775275,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-17.869835291764574,-17.837685215811028,202968
Bitbrains,30,homo_ensemble,1,118.05007210817082,64.6562707302519,53.39380137791892,5.025189305775275,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-17.869835291764574,-17.837685215811028,202968
Bitbrains,30,xgboost,1,115.25250244140625,61.077392578125,54.175113677978516,4.906101703643799,0.2931398052895038,0.7068601947104962,6.672863006591797,7.5230302810668945,-15.072265625,-15.045148849487305,202968
Bitbrains,30,lightgbm,1,99.81292890603589,49.19257120096001,50.620357705075875,4.248865366698938,0.4695715580781207,0.4723552481179299,6.235017059964609,6.059153561270742,0.36730791037035715,0.3666470773506937,202968
Bitbrains,30,extratrees,1,116.9325199458404,61.61953797150364,55.312981974336765,4.977617025009169,0.34046746285128693,0.6595325371487131,6.813017566111009,7.589809473846077,-16.752283129434147,-16.72214367004837,202968
Bitbrains,30,linear_reg,1,112.79367065429688,59.2030029296875,53.59067153930664,4.801433563232422,0.2766643017618541,0.7233356982381459,6.600876808166504,7.292158603668213,-12.613433837890625,-12.590741157531738,202968
Bitbrains,30,naive,2,150.27978515625,50.0806884765625,100.19908905029297,6.397152900695801,0.3605297386780182,0.43045209097000514,6.170867443084717,6.168545246124268,0.0,0.0,202968
Bitbrains,30,hetero_ensemble,2,171.44387348608973,64.6562707302519,106.78760275583784,7.298071946906978,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-21.16408832983973,-14.083123893100357,202968
Bitbrains,30,homo_ensemble,2,171.44387348608973,64.6562707302519,106.78760275583784,7.298071946906978,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-21.16408832983973,-14.083123893100357,202968
Bitbrains,30,xgboost,2,169.4276123046875,61.077392578125,108.35022735595703,7.212243556976318,0.2931398052895038,0.7068601947104962,6.672863006591797,7.5230302810668945,-19.1478271484375,-12.74145221710205,202968
Bitbrains,30,lightgbm,2,150.43328661111175,49.19257120096001,101.24071541015175,6.4036872626227055,0.4695715580781207,0.4723552481179299,6.235017059964609,6.059153561270742,-0.15350145486175393,-0.10214378114937699,202968
Bitbrains,30,extratrees,2,172.24550192017716,61.61953797150364,110.62596394867353,7.332195895857135,0.34046746285128693,0.6595325371487131,6.813017566111009,7.589809473846077,-21.965716763927162,-14.61654788838619,202968
Bitbrains,30,linear_reg,2,166.38433837890625,59.2030029296875,107.18134307861328,7.082695960998535,0.2766643017618541,0.7233356982381459,6.600876808166504,7.292158603668213,-16.10455322265625,-10.71638011932373,202968
Bitbrains,30,naive,3,200.3793182373047,50.0806884765625,150.2986297607422,8.529804229736328,0.3605297386780182,0.43045209097000514,6.170867443084717,6.168545246124268,0.0,0.0,202968
Bitbrains,30,hetero_ensemble,3,224.8376748640087,64.6562707302519,160.18140413375679,9.570954588038681,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-24.458356626704017,-12.2060284673384,202968
Bitbrains,30,homo_ensemble,3,224.8376748640087,64.6562707302519,160.18140413375679,9.570954588038681,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-24.458356626704017,-12.2060284673384,202968
Bitbrains,30,xgboost,3,223.60272216796875,61.077392578125,162.52532958984375,9.51838493347168,0.2931398052895038,0.7068601947104962,6.672863006591797,7.5230302810668945,-23.223403930664062,-11.589720726013184,202968
Bitbrains,30,lightgbm,3,201.05364431618764,49.19257120096001,151.86107311522764,8.558509158546478,0.4695715580781207,0.4723552481179299,6.235017059964609,6.059153561270742,-0.6743260788829559,-0.3365247894916814,202968
Bitbrains,30,extratrees,3,227.55848389451393,61.61953797150364,165.9389459230103,9.686774766705097,0.34046746285128693,0.6595325371487131,6.813017566111009,7.589809473846077,-27.17916565720924,-13.563857735568085,202968
Bitbrains,30,linear_reg,3,219.97500610351562,59.2030029296875,160.77200317382812,9.363959312438965,0.2766643017618541,0.7233356982381459,6.600876808166504,7.292158603668213,-19.595687866210938,-9.779296875,202968
Bitbrains,30,naive,5,300.5783996582031,50.0806884765625,250.49771118164062,12.7951078414917,0.3605297386780182,0.43045209097000514,6.170867443084717,6.168545246124268,0.0,0.0,202968
Bitbrains,30,hetero_ensemble,5,331.6252776198465,64.6562707302519,266.9690068895946,14.116719870302084,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-31.04687796164336,-10.329044933683761,202968
Bitbrains,30,homo_ensemble,5,331.6252776198465,64.6562707302519,266.9690068895946,14.116719870302084,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-31.04687796164336,-10.329044933683761,202968
Bitbrains,30,xgboost,5,331.95294189453125,61.077392578125,270.87554931640625,14.130668640136719,0.2931398052895038,0.7068601947104962,6.672863006591797,7.5230302810668945,-31.374542236328125,-10.438055992126465,202968
Bitbrains,30,lightgbm,5,302.2943597263394,49.19257120096001,253.10178852537936,12.868152950394013,0.4695715580781207,0.4723552481179299,6.235017059964609,6.059153561270742,-1.715960068136269,-0.5708860217791896,202968
Bitbrains,30,extratrees,5,338.18444784318746,61.61953797150364,276.5649098716838,14.395932508401026,0.34046746285128693,0.6595325371487131,6.813017566111009,7.589809473846077,-37.60604818498433,-12.511227762123731,202968
Bitbrains,30,linear_reg,5,327.1563415527344,59.2030029296875,267.9533386230469,13.926485061645508,0.2766643017618541,0.7233356982381459,6.600876808166504,7.292158603668213,-26.57794189453125,-8.842266082763672,202968
Bitbrains,30,naive,10,551.0761108398438,50.0806884765625,500.99542236328125,23.4583683013916,0.3605297386780182,0.43045209097000514,6.170867443084717,6.168545246124268,0.0,0.0,202968
Bitbrains,30,hetero_ensemble,10,598.5942845094411,64.6562707302519,533.9380137791892,25.481133075960603,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-47.51817366959733,-8.622796875948643,202968
Bitbrains,30,homo_ensemble,10,598.5942845094411,64.6562707302519,533.9380137791892,25.481133075960603,0.3030428441921879,0.696957155807812,6.576628012533862,7.9638503027881145,-47.51817366959733,-8.622796875948643,202968
Bitbrains,30,xgboost,10,602.8284912109375,61.077392578125,541.7510986328125,25.661375045776367,0.2931398052895038,0.7068601947104962,6.672863006591797,7.5230302810668945,-51.75238037109375,-9.391149520874023,202968
Bitbrains,30,lightgbm,10,555.3961482517187,49.19257120096001,506.2035770507587,23.64226243001286,0.4695715580781207,0.4723552481179299,6.235017059964609,6.059153561270742,-4.320037411874978,-0.7839275422937879,202968
Bitbrains,30,extratrees,10,614.7493577148713,61.61953797150364,553.1298197433676,26.168826862640852,0.34046746285128693,0.6595325371487131,6.813017566111009,7.589809473846077,-63.67324687502753,-11.554347144170169,202968
Bitbrains,30,linear_reg,10,595.1096801757812,59.2030029296875,535.9066772460938,25.33279800415039,0.2766643017618541,0.7233356982381459,6.600876808166504,7.292158603668213,-44.0335693359375,-7.990469455718994,202968
Bitbrains,60,naive,1,146.40887451171875,72.93294525146484,73.47592163085938,6.2586469650268555,0.35788359160086286,0.434557382889034,9.088335037231445,9.021173477172852,0.0,0.0,202116
Bitbrains,60,hetero_ensemble,1,172.97626711537544,95.20586676511054,77.77040035026491,7.394342594731954,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-26.567392603656685,-18.146026115056433,202116
Bitbrains,60,homo_ensemble,1,172.97626711537544,95.20586676511054,77.77040035026491,7.394342594731954,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-26.567392603656685,-18.146026115056433,202116
Bitbrains,60,xgboost,1,160.39051818847656,83.9007797241211,76.48973846435547,6.856330871582031,0.2971264026598587,0.7028735973401413,9.461119651794434,10.377799987792969,-13.981643676757812,-9.549723625183105,202116
Bitbrains,60,lightgbm,1,146.35248587729518,72.81396464794327,73.53852122935193,6.256236408695157,0.3980585406400285,0.44060836351402166,9.096078641640435,9.006457263148794,0.05638863442356978,0.03851449211096583,202116
Bitbrains,60,extratrees,1,175.21520017107568,93.9031639416736,81.31203622940208,7.490051898306388,0.37654614181954915,0.6234538581804508,10.057595171758065,11.615008700656254,-28.80632565935693,-19.67525927333813,202116
Bitbrains,60,linear_reg,1,165.41943359375,87.81055450439453,77.60887145996094,7.071305274963379,0.2965227888935067,0.7034772111064933,9.599544525146484,10.86140251159668,-19.01055908203125,-12.984567642211914,202116
Bitbrains,60,naive,2,219.88479614257812,72.93294525146484,146.95184326171875,9.399575233459473,0.35788359160086286,0.434557382889034,9.088335037231445,9.021173477172852,0.0,0.0,202116
Bitbrains,60,hetero_ensemble,2,250.74666746564037,95.20586676511054,155.54080070052981,10.718850595218255,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-30.861871323062246,-14.035473058833377,202116
Bitbrains,60,homo_ensemble,2,250.74666746564037,95.20586676511054,155.54080070052981,10.718850595218255,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-30.861871323062246,-14.035473058833377,202116
Bitbrains,60,xgboost,2,236.8802490234375,83.9007797241211,152.97947692871094,10.126092910766602,0.2971264026598587,0.7028735973401413,9.461119651794434,10.377799987792969,-16.995452880859375,-7.72925329208374,202116
Bitbrains,60,lightgbm,2,219.89100710664712,72.81396464794327,147.07704245870386,9.399841187246091,0.3980585406400285,0.44060836351402166,9.096078641640435,9.006457263148794,-0.006210964068998237,-0.0028246446220733298,202116
Bitbrains,60,extratrees,2,256.52723640047776,93.9031639416736,162.62407245880416,10.965956789665974,0.37654614181954915,0.6234538581804508,10.057595171758065,11.615008700656254,-36.642440257899636,-16.664381030755703,202116
Bitbrains,60,linear_reg,2,243.02828979492188,87.81055450439453,155.21774291992188,10.388907432556152,0.2965227888935067,0.7034772111064933,9.599544525146484,10.86140251159668,-23.14349365234375,-10.52528190612793,202116
Bitbrains,60,naive,3,293.3607177734375,72.93294525146484,220.42776489257812,12.540504455566406,0.35788359160086286,0.434557382889034,9.088335037231445,9.021173477172852,0.0,0.0,202116
Bitbrains,60,hetero_ensemble,3,328.5170678159053,95.20586676511054,233.31120105079475,14.043358595704555,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-35.15635004246781,-11.9840005537548,202116
Bitbrains,60,homo_ensemble,3,328.5170678159053,95.20586676511054,233.31120105079475,14.043358595704555,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-35.15635004246781,-11.9840005537548,202116
Bitbrains,60,xgboost,3,313.3699951171875,83.9007797241211,229.46920776367188,13.395855903625488,0.2971264026598587,0.7028735973401413,9.461119651794434,10.377799987792969,-20.00927734375,-6.82070779800415,202116
Bitbrains,60,lightgbm,3,293.42952833599907,72.81396464794327,220.61556368805583,12.543445965797025,0.3980585406400285,0.44060836351402166,9.096078641640435,9.006457263148794,-0.06881056256156626,-0.023455956572450393,202116
Bitbrains,60,extratrees,3,337.8392726298799,93.9031639416736,243.93610868820628,14.441861681025559,0.37654614181954915,0.6234538581804508,10.057595171758065,11.615008700656254,-44.47855485644237,-15.161728262061713,202116
Bitbrains,60,linear_reg,3,320.63714599609375,87.81055450439453,232.82659912109375,13.706509590148926,0.2965227888935067,0.7034772111064933,9.599544525146484,10.86140251159668,-27.27642822265625,-9.297914505004883,202116
Bitbrains,60,naive,5,440.31256103515625,72.93294525146484,367.3796081542969,18.822362899780273,0.35788359160086286,0.434557382889034,9.088335037231445,9.021173477172852,0.0,0.0,202116
Bitbrains,60,hetero_ensemble,5,484.05786851643506,95.20586676511054,388.8520017513245,20.69237459667715,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-43.745307481278815,-9.935057809487752,202116
Bitbrains,60,homo_ensemble,5,484.05786851643506,95.20586676511054,388.8520017513245,20.69237459667715,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-43.745307481278815,-9.935057809487752,202116
Bitbrains,60,xgboost,5,466.3494873046875,83.9007797241211,382.4486999511719,19.935382843017578,0.2971264026598587,0.7028735973401413,9.461119651794434,10.377799987792969,-26.03692626953125,-5.913282871246338,202116
Bitbrains,60,lightgbm,5,440.50657079470295,72.81396464794327,367.69260614675966,18.830655522898898,0.3980585406400285,0.44060836351402166,9.096078641640435,9.006457263148794,-0.1940097595467023,-0.04406182714628752,202116
Bitbrains,60,extratrees,5,500.463345088684,93.9031639416736,406.5601811470104,21.393671463744727,0.37654614181954915,0.6234538581804508,10.057595171758065,11.615008700656254,-60.15078405352773,-13.660928480467552,202116
Bitbrains,60,linear_reg,5,475.8548889160156,87.81055450439453,388.0443420410156,20.341716766357422,0.2965227888935067,0.7034772111064933,9.599544525146484,10.86140251159668,-35.542327880859375,-8.072068214416504,202116
Bitbrains,60,naive,10,807.692138671875,72.93294525146484,734.7592163085938,34.52700424194336,0.35788359160086286,0.434557382889034,9.088335037231445,9.021173477172852,0.0,0.0,202116
Bitbrains,60,hetero_ensemble,10,872.9098702677595,95.20586676511054,777.704003502649,37.31491459910864,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-65.21773159588452,-8.074577982537381,202116
Bitbrains,60,homo_ensemble,10,872.9098702677595,95.20586676511054,777.704003502649,37.31491459910864,0.3377763264659898,0.6622236735340101,9.619525464370078,11.77614176575711,-65.21773159588452,-8.074577982537381,202116
Bitbrains,60,xgboost,10,848.7981567382812,83.9007797241211,764.8973999023438,36.28419494628906,0.2971264026598587,0.7028735973401413,9.461119651794434,10.377799987792969,-41.10601806640625,-5.089317321777344,202116
Bitbrains,60,lightgbm,10,808.1991769414626,72.81396464794327,735.3852122935193,34.54867941565357,0.3980585406400285,0.44060836351402166,9.096078641640435,9.006457263148794,-0.5070382695876106,-0.0627761798476034,202116
Bitbrains,60,extratrees,10,907.0235262356944,93.9031639416736,813.1203622940208,38.773195920542655,0.37654614181954915,0.6234538581804508,10.057595171758065,11.615008700656254,-99.33138756381936,-12.298174367173425,202116
Bitbrains,60,linear_reg,10,863.8992309570312,87.81055450439453,776.0886840820312,36.92972946166992,0.2965227888935067,0.7034772111064933,9.599544525146484,10.86140251159668,-56.20709228515625,-6.958974361419678,202116
Bitbrains,120,naive,1,163.5279083251953,80.46739959716797,83.06050872802734,7.049882411956787,0.38726722950721515,0.4235624613296609,10.361218452453613,10.03774642944336,0.0,0.0,200412
Bitbrains,120,hetero_ensemble,1,205.43112943174066,117.66514896382397,87.76598046791668,8.856380647317723,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-41.903221106545345,-25.624507483588456,200412
Bitbrains,120,homo_ensemble,1,205.43112943174066,117.66514896382397,87.76598046791668,8.856380647317723,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-41.903221106545345,-25.624507483588456,200412
Bitbrains,120,xgboost,1,187.27859497070312,102.79164123535156,84.48695373535156,8.073802947998047,0.3069925952537772,0.6930074047462228,10.53915786743164,12.822538375854492,-23.750686645507812,-14.523934364318848,200412
Bitbrains,120,lightgbm,1,163.7292204859536,80.57939170882518,83.14982877712839,7.058561687916088,0.4248897271620462,0.4340458655170349,10.372361532384335,10.051717425706192,-0.20131216075827751,-0.12310569053322909,200412
Bitbrains,120,extratrees,1,207.5675960337416,111.75368488105353,95.81391115268808,8.948486266947725,0.4189170309163124,0.5810829690836876,11.952117531970151,13.940493194151736,-44.039687708546296,-26.93099187752587,200412
Bitbrains,120,linear_reg,1,190.98402404785156,102.4216079711914,88.56241607666016,8.233548164367676,0.32409735943955453,0.6759026405604455,11.0475435256958,12.776383399963379,-27.45611572265625,-16.789865493774414,200412
Bitbrains,120,naive,2,246.58840942382812,80.46739959716797,166.1210174560547,10.630720138549805,0.38726722950721515,0.4235624613296609,10.361218452453613,10.03774642944336,0.0,0.0,200412
Bitbrains,120,hetero_ensemble,2,293.19710989965733,117.66514896382397,175.53196093583335,12.640076589890024,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-46.60870047582921,-18.901415757834624,200412
Bitbrains,120,homo_ensemble,2,293.19710989965733,117.66514896382397,175.53196093583335,12.640076589890024,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-46.60870047582921,-18.901415757834624,200412
Bitbrains,120,xgboost,2,271.76556396484375,102.79164123535156,168.97390747070312,11.716137886047363,0.3069925952537772,0.6930074047462228,10.53915786743164,12.822538375854492,-25.177154541015625,-10.210193634033203,200412
Bitbrains,120,lightgbm,2,246.87904926308198,80.57939170882518,166.29965755425678,10.643249833508115,0.4248897271620462,0.4340458655170349,10.372361532384335,10.051717425706192,-0.2906398392538563,-0.11786435539811362,200412
Bitbrains,120,extratrees,2,303.3815071864297,111.75368488105353,191.62782230537616,13.07913808599661,0.4189170309163124,0.5810829690836876,11.952117531970151,13.940493194151736,-56.793097762601576,-23.031535786820964,200412
Bitbrains,120,linear_reg,2,279.54644775390625,102.4216079711914,177.1248321533203,12.051580429077148,0.32409735943955453,0.6759026405604455,11.0475435256958,12.776383399963379,-32.958038330078125,-13.365606307983398,200412
Bitbrains,120,naive,3,329.64892578125,80.46739959716797,249.1815185546875,14.21155834197998,0.38726722950721515,0.4235624613296609,10.361218452453613,10.03774642944336,0.0,0.0,200412
Bitbrains,120,hetero_ensemble,3,380.96309036757407,117.66514896382397,263.2979414037501,16.423772532462326,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-51.31416458632407,-15.56630723570911,200412
Bitbrains,120,homo_ensemble,3,380.96309036757407,117.66514896382397,263.2979414037501,16.423772532462326,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-51.31416458632407,-15.56630723570911,200412
Bitbrains,120,xgboost,3,356.2524719238281,102.79164123535156,253.46083068847656,15.358468055725098,0.3069925952537772,0.6930074047462228,10.53915786743164,12.822538375854492,-26.603546142578125,-8.070265769958496,200412
Bitbrains,120,lightgbm,3,330.0288780402104,80.57939170882518,249.4494863313852,14.227937979100142,0.4248897271620462,0.4340458655170349,10.372361532384335,10.051717425706192,-0.37995225896037255,-0.11525966846696266,200412
Bitbrains,120,extratrees,3,399.1954183391178,111.75368488105353,287.4417334580643,17.209789905045497,0.4189170309163124,0.5810829690836876,11.952117531970151,13.940493194151736,-69.5464925578678,-21.097139143725826,200412
Bitbrains,120,linear_reg,3,368.10882568359375,102.4216079711914,265.6872253417969,15.869609832763672,0.32409735943955453,0.6759026405604455,11.0475435256958,12.776383399963379,-38.45989990234375,-11.666927337646484,200412
Bitbrains,120,naive,5,495.7699279785156,80.46739959716797,415.3025207519531,21.373231887817383,0.38726722950721515,0.4235624613296609,10.361218452453613,10.03774642944336,0.0,0.0,200412
Bitbrains,120,hetero_ensemble,5,556.4950513034073,117.66514896382397,438.8299023395834,23.991164417606925,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-60.72512332489168,-12.248650008381151,200412
Bitbrains,120,homo_ensemble,5,556.4950513034073,117.66514896382397,438.8299023395834,23.991164417606925,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-60.72512332489168,-12.248650008381151,200412
Bitbrains,120,xgboost,5,525.2263793945312,102.79164123535156,422.4347229003906,22.64313316345215,0.3069925952537772,0.6930074047462228,10.53915786743164,12.822538375854492,-29.456451416015625,-5.941556453704834,200412
Bitbrains,120,lightgbm,5,496.32853559446716,80.57939170882518,415.74914388564196,21.397314270284195,0.4248897271620462,0.4340458655170349,10.372361532384335,10.051717425706192,-0.5586076159515301,-0.11267476795723227,200412
Bitbrains,120,extratrees,5,590.8232406444939,111.75368488105353,479.0695557634404,25.47109354314326,0.4189170309163124,0.5810829690836876,11.952117531970151,13.940493194151736,-95.0533126659783,-19.172867756129307,200412
Bitbrains,120,linear_reg,5,545.2337036132812,102.4216079711914,442.81207275390625,23.505674362182617,0.32409735943955453,0.6759026405604455,11.0475435256958,12.776383399963379,-49.463775634765625,-9.977163314819336,200412
Bitbrains,120,naive,10,911.0724487304688,80.46739959716797,830.6050415039062,39.27741622924805,0.38726722950721515,0.4235624613296609,10.361218452453613,10.03774642944336,0.0,0.0,200412
Bitbrains,120,hetero_ensemble,10,995.3249536429907,117.66514896382397,877.6598046791668,42.909644130468436,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-84.252504912522,-9.24761856534279,200412
Bitbrains,120,homo_ensemble,10,995.3249536429907,117.66514896382397,877.6598046791668,42.909644130468436,0.36273776021395926,0.6372622397860408,10.948194278276333,14.677907131786512,-84.252504912522,-9.24761856534279,200412
Bitbrains,120,xgboost,10,947.6610717773438,102.79164123535156,844.8694458007812,40.85479736328125,0.3069925952537772,0.6930074047462228,10.53915786743164,12.822538375854492,-36.588623046875,-4.015995025634766,200412
Bitbrains,120,lightgbm,10,912.077679480109,80.57939170882518,831.4982877712839,39.32075499824433,0.4248897271620462,0.4340458655170349,10.372361532384335,10.051717425706192,-1.0052307496403046,-0.11033488621470668,200412
