container_id,mae_naive,mae_ensemble,n_timesteps,skill,ens_wins,horizon,acf_24h,acf_quartile
c_10775,0.8452381,0.929985227293791,336,-0.10026421996232823,0,10min,-0.0688822357755454,Q1 (low)
c_10810,0.787172,0.8765830606757703,343,-0.11358513638859674,0,10min,0.9160433577484156,Q4 (high)
c_10813,1.1091446,1.2293824916908094,339,-0.10840599744023165,0,10min,-0.0400935695205761,Q1 (low)
c_10816,0.84210527,1.0401930813511415,342,-0.2352292749013053,0,10min,-0.129595026212947,Q1 (low)
c_10821,0.28994083,0.333551756754381,338,-0.1504131794769568,0,10min,0.2734333486953093,Q2
c_10822,0.80466473,0.9082027924006926,343,-0.12867229963343632,0,10min,0.2042175021987054,Q2
c_10824,0.23837209,0.2838590206221316,344,-0.19082323616254068,0,10min,0.8484131339393586,Q4 (high)
c_10838,0.21646342,0.27124576971637687,328,-0.25307903620703726,0,10min,-0.106112749027878,Q1 (low)
c_10844,0.966967,1.0713816676721823,333,-0.1079816399700093,0,10min,0.6797203212186064,Q3
c_10854,0.36842105,0.42171762530197626,342,-0.14466214043975992,0,10min,0.377345657839823,Q3
c_10870,0.0,0.011565571208173052,342,0.0,0,10min,,
c_10875,1.1976744,1.3191382983808093,344,-0.10141646625371788,0,10min,0.8759729684690089,Q4 (high)
c_10903,1.6588235,1.8189282561486506,340,-0.09651705980606988,0,10min,0.8510356934822892,Q4 (high)
c_1091,0.5014749,0.5921707488625714,339,-0.1808581623223362,0,10min,0.0532703912427214,Q2
c_10910,1.574344,1.690920214250109,343,-0.0740474587521256,0,10min,0.4467449648312013,Q3
c_10929,0.33819243,0.386387288136381,343,-0.14250719501056397,0,10min,-0.0236301084055224,Q1 (low)
c_10950,0.25730994,0.295647579649168,342,-0.14899399416677597,0,10min,0.5757311369350403,Q3
c_10965,0.18181819,0.2413155345293237,341,-0.32723540035658305,0,10min,-0.0900016839293607,Q1 (low)
c_10968,0.22807017,0.2649353543836248,342,-0.16163966005244387,0,10min,0.4827056351868681,Q3
c_10987,1.0917159,1.2346939139971835,338,-0.13096628704222404,0,10min,0.026258976875535,Q1 (low)
c_10995,0.0,0.011537438324761446,342,0.0,0,10min,,
c_10999,1.3941176,1.563483032929575,340,-0.12148576269444451,0,10min,0.9038471786951042,Q4 (high)
c_11007,0.80466473,0.8767422989986686,343,-0.0895746578591763,0,10min,0.3437110603790966,Q3
c_11015,1.6764706,1.790059949273127,340,-0.06775502619785731,0,10min,0.0458143328754719,Q1 (low)
c_11019,0.39534885,0.4607841607939589,344,-0.16551284869708102,0,10min,0.2820291512843185,Q2
c_11059,1.2093023,1.3512258097507968,344,-0.1173598221477299,0,10min,0.7342614763939784,Q4 (high)
c_1108,1.4235294,1.5026274342948007,340,-0.05556474528970481,0,10min,0.7764168839427137,Q4 (high)
c_11113,0.95626825,1.0409055164066963,343,-0.08850786939864547,0,10min,,
