Horizon,Strategy,variant,target_util,safety_margin,violation_rate,waste_rate,viol_severity
10min,Reactive,lag=2_tu=0.6,0.6,1.6,0.01797726710818627,0.5627192704773916,0.017146648382017567
10min,Reactive,lag=2_tu=0.7,0.7,1.0,0.0502124286790989,0.31742514732010435,0.02806045313726492
10min,Reactive,lag=2_tu=0.7,0.7,1.067,0.03659508286125297,0.35505395611481855,0.0254233066572534
10min,Reactive,lag=2_tu=0.7,0.7,1.133,0.03432382906809751,0.3827084379767034,0.024298794931699636
10min,Reactive,lag=2_tu=0.7,0.7,1.2,0.03141621713521503,0.4101840453463975,0.023106760830287183
10min,Reactive,lag=2_tu=0.7,0.7,1.267,0.027479536865370444,0.4338177245871481,0.02205470647796785
10min,Reactive,lag=2_tu=0.7,0.7,1.333,0.02500953339922404,0.4546513045784987,0.021211837955587346
10min,Reactive,lag=2_tu=0.7,0.7,1.4,0.02427439906659491,0.47499283245595875,0.020394805595938672
10min,Reactive,lag=2_tu=0.7,0.7,1.467,0.023687728345115636,0.48976761741704483,0.019854104059935252
10min,Reactive,lag=2_tu=0.7,0.7,1.533,0.02254611501260444,0.5040549084424504,0.01931584099322338
10min,Reactive,lag=2_tu=0.7,0.7,1.6,0.021235085543176272,0.5185682561139953,0.01877911648451688
10min,Reactive,lag=2_tu=0.8,0.8,1.0,0.07958966573537678,0.23460199838943885,0.03470516583913534
10min,Reactive,lag=2_tu=0.8,0.8,1.067,0.05863534403747988,0.27615800419911224,0.030819668228835247
10min,Reactive,lag=2_tu=0.8,0.8,1.133,0.05149292732526641,0.3122794808312609,0.028367555121017747
10min,Reactive,lag=2_tu=0.8,0.8,1.2,0.04811777474598056,0.3373722730705557,0.02721587188050107
10min,Reactive,lag=2_tu=0.8,0.8,1.267,0.03545586410311516,0.3714692801412142,0.024807360925968074
10min,Reactive,lag=2_tu=0.8,0.8,1.333,0.032427326164376755,0.3963571894716599,0.023732576556323996
10min,Reactive,lag=2_tu=0.8,0.8,1.4,0.031043262176560348,0.41741836101679025,0.02285464052317939
10min,Reactive,lag=2_tu=0.8,0.8,1.467,0.027271807538479315,0.43767778237087845,0.02193951783333875
10min,Reactive,lag=2_tu=0.8,0.8,1.533,0.02489878433445499,0.45644030845360617,0.0211510213702804
10min,Reactive,lag=2_tu=0.8,0.8,1.6,0.02422830350990725,0.47101617415800723,0.020663008188612116
10min,Reactive,lag=3_tu=0.5,0.5,1.0,0.027631592338080376,0.4707060472150314,0.0234653609631257
10min,Reactive,lag=3_tu=0.5,0.5,1.067,0.026376236722833405,0.4967257444806984,0.02204875545172063
10min,Reactive,lag=3_tu=0.5,0.5,1.133,0.02409959513733782,0.5176912088798219,0.021076648056888327
10min,Reactive,lag=3_tu=0.5,0.5,1.2,0.02332554897114119,0.5334623973372582,0.020433675957621727
10min,Reactive,lag=3_tu=0.5,0.5,1.267,0.020620877216403075,0.5502459043288025,0.01954154454967278
10min,Reactive,lag=3_tu=0.5,0.5,1.333,0.020099458646598536,0.5622894625837351,0.01910111054858592
10min,Reactive,lag=3_tu=0.5,0.5,1.4,0.019302065380261402,0.5745768925464826,0.0185260672367266
10min,Reactive,lag=3_tu=0.5,0.5,1.467,0.018688455697081552,0.5852859513487678,0.01809320990808132
10min,Reactive,lag=3_tu=0.5,0.5,1.533,0.018511257193451078,0.5954589568736226,0.017629320154761517
10min,Reactive,lag=3_tu=0.5,0.5,1.6,0.018034736893147506,0.6044305116108544,0.017282389839246817
10min,Reactive,lag=3_tu=0.6,0.6,1.0,0.0374948441820523,0.3981626486633686,0.027070841016446894
10min,Reactive,lag=3_tu=0.6,0.6,1.067,0.03196876517187357,0.4278114175190064,0.02533677002679994
10min,Reactive,lag=3_tu=0.6,0.6,1.133,0.029026431910577015,0.4520621390698544,0.024175797379458335
10min,Reactive,lag=3_tu=0.6,0.6,1.2,0.027674096033207956,0.47055841638685314,0.023454126586746803
10min,Reactive,lag=3_tu=0.6,0.6,1.267,0.026762960484135047,0.4933623228412,0.022217038862233453
10min,Reactive,lag=3_tu=0.6,0.6,1.333,0.025410025963172645,0.51027605848541,0.021458326559807523
10min,Reactive,lag=3_tu=0.6,0.6,1.4,0.023755375071163758,0.5261775848023158,0.02070312681433727
10min,Reactive,lag=3_tu=0.6,0.6,1.467,0.023102853554416405,0.5389297917920566,0.020203763138704776
10min,Reactive,lag=3_tu=0.6,0.6,1.533,0.020590945036735763,0.5516639652586572,0.01949933580741202
10min,Reactive,lag=3_tu=0.6,0.6,1.6,0.020095268141445112,0.5635447357817466,0.019002004189522477
10min,Reactive,lag=3_tu=0.7,0.7,1.0,0.0587820117178497,0.3204135462122857,0.03231572719798977
10min,Reactive,lag=3_tu=0.7,0.7,1.067,0.04258092015112159,0.3575036784352453,0.029125077218194233
10min,Reactive,lag=3_tu=0.7,0.7,1.133,0.039808601670335356,0.3848900278340268,0.027747051774508938
10min,Reactive,lag=3_tu=0.7,0.7,1.2,0.036317910877533686,0.4121077905872054,0.026292998341840883
10min,Reactive,lag=3_tu=0.7,0.7,1.267,0.03158503462853866,0.4355282493217909,0.025009231348032273
10min,Reactive,lag=3_tu=0.7,0.7,1.333,0.028612769187574792,0.4561951185175491,0.023982664805688832
10min,Reactive,lag=3_tu=0.7,0.7,1.4,0.0277148037975555,0.47638050756604516,0.02298405357200916
10min,Reactive,lag=3_tu=0.7,0.7,1.467,0.026977274890552985,0.49105083325461363,0.022319135249118667
10min,Reactive,lag=3_tu=0.7,0.7,1.533,0.02558363260524304,0.5052427854583418,0.0216647545970952
10min,Reactive,lag=3_tu=0.7,0.7,1.6,0.024025363331762892,0.5196607766745116,0.021005816329848256
10min,Reactive,lag=3_tu=0.8,0.8,1.0,0.09389185982401076,0.23909257987521315,0.04036853979814119
10min,Reactive,lag=3_tu=0.8,0.8,1.067,0.06892542876350764,0.2797842204674622,0.035674950882261414
10min,Reactive,lag=3_tu=0.8,0.8,1.133,0.06030196780135569,0.3153395424249401,0.03269090311613152
10min,Reactive,lag=3_tu=0.8,0.8,1.2,0.05623837508972171,0.340140789383375,0.031280248630973666
10min,Reactive,lag=3_tu=0.8,0.8,1.267,0.041181890073471526,0.37376556008911654,0.02837013873729093
10min,Reactive,lag=3_tu=0.8,0.8,1.333,0.03753016415405973,0.3984125719693501,0.027056732729831535
10min,Reactive,lag=3_tu=0.8,0.8,1.4,0.03584857430035027,0.4192853957896855,0.025986157622655007
10min,Reactive,lag=3_tu=0.8,0.8,1.467,0.031333005675739906,0.43936259245284126,0.02486994830445102
10min,Reactive,lag=3_tu=0.8,0.8,1.533,0.02848106759703863,0.4579706282161548,0.023906840022480363
10min,Reactive,lag=3_tu=0.8,0.8,1.6,0.027656136725407572,0.4724454917343249,0.02330918281088161
10min,Reactive,lag=4_tu=0.5,0.5,1.0,0.030572129668596893,0.47198338697521913,0.02582208347460973
10min,Reactive,lag=4_tu=0.5,0.5,1.067,0.029119820311139022,0.49782856639877704,0.024191792576835007
10min,Reactive,lag=4_tu=0.5,0.5,1.133,0.026566605385517493,0.5186733111515506,0.02307003864393239
10min,Reactive,lag=4_tu=0.5,0.5,1.2,0.025687796590485278,0.534361976036235,0.022322531688489033
10min,Reactive,lag=4_tu=0.5,0.5,1.267,0.02258562548976529,0.5510473698905427,0.021288794885252604
10min,Reactive,lag=4_tu=0.5,0.5,1.333,0.021961240221905206,0.5630370042358241,0.020776397010668884
10min,Reactive,lag=4_tu=0.5,0.5,1.4,0.021041125018932103,0.575263256988294,0.020109620806413406
10min,Reactive,lag=4_tu=0.5,0.5,1.467,0.020316766270983205,0.5859249381102597,0.01960619301529501
10min,Reactive,lag=4_tu=0.5,0.5,1.533,0.020110234231278768,0.5960519941143096,0.01906949753598484
10min,Reactive,lag=4_tu=0.5,0.5,1.6,0.019560080768993616,0.6049876406797264,0.018666540485557295
10min,Reactive,lag=4_tu=0.6,0.6,1.0,0.041740424546063526,0.3999580199162797,0.029973287149499067
10min,Reactive,lag=4_tu=0.6,0.6,1.067,0.035497769154649396,0.4293668701496852,0.027986370117836126
10min,Reactive,lag=4_tu=0.6,0.6,1.133,0.03217589585517135,0.45344793805072875,0.026643818596463524
10min,Reactive,lag=4_tu=0.6,0.6,1.2,0.03062600759199805,0.4718356727752992,0.025810065304529978
10min,Reactive,lag=4_tu=0.6,0.6,1.267,0.029570598936928708,0.4944858145171238,0.024385389620945754
10min,Reactive,lag=4_tu=0.6,0.6,1.333,0.028026697109688865,0.5113029736155448,0.023510327498037612
10min,Reactive,lag=4_tu=0.6,0.6,1.4,0.026172697901095696,0.5271125929995603,0.022635671786678063
10min,Reactive,lag=4_tu=0.6,0.6,1.467,0.02542439340941295,0.5398010461331375,0.022055287065894408
10min,Reactive,lag=4_tu=0.6,0.6,1.533,0.022546713656197787,0.5524594714438662,0.021239154617531897
10min,Reactive,lag=4_tu=0.6,0.6,1.6,0.0219546551423784,0.5642826190973651,0.020660569719320572
10min,Reactive,lag=4_tu=0.7,0.7,1.0,0.06578793769078023,0.3229880312970814,0.035981675483861976
10min,Reactive,lag=4_tu=0.7,0.7,1.067,0.04760174396851614,0.3596290663975106,0.032336802539723826
10min,Reactive,lag=4_tu=0.7,0.7,1.133,0.044379245505533564,0.3867896198079154,0.03074964932489236
10min,Reactive,lag=4_tu=0.7,0.7,1.2,0.04040125882774809,0.41378977996751476,0.029078891448636547
10min,Reactive,lag=4_tu=0.7,0.7,1.267,0.03504699052885971,0.43703073780062607,0.027604488409142633
10min,Reactive,lag=4_tu=0.7,0.7,1.333,0.03169458640612101,0.4575531363472835,0.026420089038964416
10min,Reactive,lag=4_tu=0.7,0.7,1.4,0.030670905861499016,0.47760421612796145,0.025267418798972593
10min,Reactive,lag=4_tu=0.7,0.7,1.467,0.0298154441666073,0.492188220052209,0.02450409082253053
10min,Reactive,lag=4_tu=0.7,0.7,1.533,0.02822784135705319,0.5062972459705071,0.02374990710593175
10min,Reactive,lag=4_tu=0.7,0.7,1.6,0.026487584431195796,0.5206333711161305,0.022988146716891394
10min,Reactive,lag=4_tu=0.8,0.8,1.0,0.105445082531999,0.24292525803392018,0.04520225361009573
10min,Reactive,lag=4_tu=0.8,0.8,1.067,0.0773531332706354,0.28289689979671123,0.03984270131305766
10min,Reactive,lag=4_tu=0.8,0.8,1.133,0.06751981360633078,0.31797339708486017,0.03641215240200837
10min,Reactive,lag=4_tu=0.8,0.8,1.2,0.0628497949346371,0.34252761170493073,0.03478432900292152
10min,Reactive,lag=4_tu=0.8,0.8,1.267,0.04595307951244071,0.3757607983024329,0.03146589162049057
10min,Reactive,lag=4_tu=0.8,0.8,1.333,0.04177754044885099,0.40020485618469404,0.029955434070757413
10min,Reactive,lag=4_tu=0.8,0.8,1.4,0.03986247959373651,0.4209208846686153,0.02872937751684866
10min,Reactive,lag=4_tu=0.8,0.8,1.467,0.03475904296046019,0.44084302897118477,0.027444971876320837
10min,Reactive,lag=4_tu=0.8,0.8,1.533,0.03155629973605804,0.45931765904843613,0.02633265249722479
10min,Reactive,lag=4_tu=0.8,0.8,1.6,0.030602660491857548,0.47370472584744794,0.02564053362997506
10min,ML-Proactive,ML_tu=0.5,0.5,1.0,0.015218717430047,0.47155927370160083,0.013855701837909141
10min,ML-Proactive,ML_tu=0.5,0.5,1.067,0.014627856203414304,0.4946023648216095,0.013510774550741062
10min,ML-Proactive,ML_tu=0.5,0.5,1.133,0.01401604245101449,0.5147484849735886,0.013223557703472845
10min,ML-Proactive,ML_tu=0.5,0.5,1.2,0.013540719437897612,0.5321757999746692,0.012979855921300146
10min,ML-Proactive,ML_tu=0.5,0.5,1.267,0.012959436508758455,0.5477466940574252,0.012744630722855192
10min,ML-Proactive,ML_tu=0.5,0.5,1.333,0.012527814477955848,0.5614780279374547,0.012551933590030609
10min,ML-Proactive,ML_tu=0.5,0.5,1.4,0.012267404514850252,0.5736615866258076,0.012383592120725132
10min,ML-Proactive,ML_tu=0.5,0.5,1.467,0.012092001941999816,0.5847313839440339,0.012235948611001444
10min,ML-Proactive,ML_tu=0.5,0.5,1.533,0.011942939687256614,0.5949294091460418,0.01210316815219764
10min,ML-Proactive,ML_tu=0.5,0.5,1.6,0.01179088421454668,0.6040100901180974,0.0119812737170168
10min,ML-Proactive,ML_tu=0.6,0.6,1.0,0.018545978521865156,0.39350607076202687,0.015123212369774128
10min,ML-Proactive,ML_tu=0.6,0.6,1.067,0.01682368090380815,0.4231475960933539,0.014615168904639594
10min,ML-Proactive,ML_tu=0.6,0.6,1.133,0.015717986186897726,0.4486180084715146,0.014211718354474476
10min,ML-Proactive,ML_tu=0.6,0.6,1.2,0.015218717430047,0.47155927370160083,0.013855701837909141
10min,ML-Proactive,ML_tu=0.6,0.6,1.267,0.014732020188656542,0.4910262120476274,0.013564856316099936
10min,ML-Proactive,ML_tu=0.6,0.6,1.333,0.014216588054785467,0.5082854094165712,0.013314564860960804
10min,ML-Proactive,ML_tu=0.6,0.6,1.4,0.013796938895849783,0.5237990923685886,0.01309896353443351
10min,ML-Proactive,ML_tu=0.6,0.6,1.467,0.013330595536633096,0.5375330536016278,0.012897993023655475
10min,ML-Proactive,ML_tu=0.6,0.6,1.533,0.012866048108196448,0.5501435926078573,0.012712437122327554
10min,ML-Proactive,ML_tu=0.6,0.6,1.6,0.012527814477955848,0.5614780279374547,0.012551933590030609
10min,ML-Proactive,ML_tu=0.7,0.7,1.0,0.025521373671535036,0.3116054012782107,0.01687432361506556
10min,ML-Proactive,ML_tu=0.7,0.7,1.067,0.021379358649172703,0.3485603733263861,0.015985472528901666
10min,ML-Proactive,ML_tu=0.7,0.7,1.133,0.019203289187359283,0.3794749650471751,0.015369149415464075
10min,ML-Proactive,ML_tu=0.7,0.7,1.2,0.017813238763609414,0.40662058078934754,0.014893415668442492
10min,ML-Proactive,ML_tu=0.7,0.7,1.267,0.016416004616739394,0.43094052768625385,0.014491445617490096
10min,ML-Proactive,ML_tu=0.7,0.7,1.333,0.015641359806949414,0.45194883001708613,0.014163210233210557
10min,ML-Proactive,ML_tu=0.7,0.7,1.4,0.015218717430047,0.47155927370160083,0.013855701837909141
10min,ML-Proactive,ML_tu=0.7,0.7,1.467,0.014794279122364546,0.48840889554351685,0.013605265235788368
10min,ML-Proactive,ML_tu=0.7,0.7,1.533,0.014369840814682093,0.5035541339045906,0.01338710932238422
10min,ML-Proactive,ML_tu=0.7,0.7,1.6,0.013964559101986719,0.5174063564014034,0.013191189926567239
10min,ML-Proactive,ML_tu=0.8,0.8,1.0,0.03512481419599472,0.23000493006518388,0.01922370168927863
10min,ML-Proactive,ML_tu=0.8,0.8,1.067,0.02950893864681405,0.2712043392994155,0.017903067362133592
10min,ML-Proactive,ML_tu=0.8,0.8,1.133,0.025982927882004955,0.3069697024892876,0.016986638349458197
10min,ML-Proactive,ML_tu=0.8,0.8,1.2,0.022212071887517264,0.34014309641801405,0.016177385868025397
10min,ML-Proactive,ML_tu=0.8,0.8,1.267,0.0198695795067536,0.36840755939335773,0.015577899804457986
10min,ML-Proactive,ML_tu=0.8,0.8,1.333,0.018545978521865156,0.39350607076202687,0.015123212369774128
10min,ML-Proactive,ML_tu=0.8,0.8,1.4,0.017230758547283564,0.4162702038333546,0.014728325491525739
10min,ML-Proactive,ML_tu=0.8,0.8,1.467,0.01613164890989995,0.43648190065714243,0.014400728753965416
10min,ML-Proactive,ML_tu=0.8,0.8,1.533,0.015582692734801487,0.45436387349209556,0.014123759283600946
10min,ML-Proactive,ML_tu=0.8,0.8,1.6,0.015218717430047,0.47155927370160083,0.013855701837909141
30min,Reactive,lag=1_tu=0.5,0.5,1.0,0.020154971137519167,0.46746055779854734,0.017739213086958718
30min,Reactive,lag=1_tu=0.5,0.5,1.067,0.019418340290738988,0.49391596454071796,0.016888870754306017
30min,Reactive,lag=1_tu=0.5,0.5,1.133,0.017995964280673314,0.5151703364642409,0.01630263122360293
30min,Reactive,lag=1_tu=0.5,0.5,1.2,0.0175077040319029,0.5311366844856363,0.015918409641440156
30min,Reactive,lag=1_tu=0.5,0.5,1.267,0.0157909179959037,0.548159749412686,0.015385184411095078
30min,Reactive,lag=1_tu=0.5,0.5,1.333,0.015486209676881968,0.560330733426325,0.015120582581954941
30min,Reactive,lag=1_tu=0.5,0.5,1.4,0.015006430375360667,0.572772579811172,0.014780745065208177
30min,Reactive,lag=1_tu=0.5,0.5,1.467,0.014626605094989639,0.5835934957746202,0.01452641732528471
30min,Reactive,lag=1_tu=0.5,0.5,1.533,0.014511506525180235,0.5938829997941766,0.01425233397952462
30min,Reactive,lag=1_tu=0.5,0.5,1.6,0.014246174032672244,0.6029424919601682,0.014047233804219305
30min,Reactive,lag=1_tu=0.6,0.6,1.0,0.02624792595406113,0.39361457622932866,0.019898445031274328
30min,Reactive,lag=1_tu=0.6,0.6,1.067,0.022770131799978072,0.4238904893055526,0.01885233726723317
30min,Reactive,lag=1_tu=0.6,0.6,1.133,0.02096369003591681,0.4485488448559001,0.01816053880846397
30min,Reactive,lag=1_tu=0.6,0.6,1.2,0.020173144595910124,0.4673152438399862,0.017730847042882285
30min,Reactive,lag=1_tu=0.6,0.6,1.267,0.01964611430257233,0.4905000816490699,0.01698691491997365
30min,Reactive,lag=1_tu=0.6,0.6,1.333,0.018833760712496494,0.5076504686364484,0.01653456144903406
30min,Reactive,lag=1_tu=0.6,0.6,1.4,0.01778878685501639,0.5237687819485288,0.016081063151010325
30min,Reactive,lag=1_tu=0.6,0.6,1.467,0.017383518732898017,0.536672766623497,0.01578123587312733
30min,Reactive,lag=1_tu=0.6,0.6,1.533,0.01577335031945911,0.5495900460337825,0.015359205642647216
30min,Reactive,lag=1_tu=0.6,0.6,1.6,0.015480151857418314,0.5616118342698313,0.015063840254938314
30min,Reactive,lag=1_tu=0.7,0.7,1.0,0.03961753351034282,0.3138328533824425,0.02307710146220838
30min,Reactive,lag=1_tu=0.7,0.7,1.067,0.029364674068110486,0.3521011536859671,0.02112710868342537
30min,Reactive,lag=1_tu=0.7,0.7,1.133,0.027693927460035052,0.3800684987664508,0.020308205063775675
30min,Reactive,lag=1_tu=0.7,0.7,1.2,0.025496756340568187,0.4078499319611063,0.01943264718073121
30min,Reactive,lag=1_tu=0.7,0.7,1.267,0.0225532618631793,0.43173145476017327,0.018662002425859237
30min,Reactive,lag=1_tu=0.7,0.7,1.333,0.020727435076834354,0.45275109086293636,0.01804749447254
30min,Reactive,lag=1_tu=0.7,0.7,1.4,0.020190106490408352,0.4732744112049085,0.01744745830774596
