container_id,start_idx,end_idx,n_points
c_10032,0,333,333
c_10036,333,665,332
c_1005,665,998,333
c_10065,998,1331,333
c_10076,1331,1659,328
c_10082,1659,1992,333
c_10104,1992,2319,327
c_10105,2319,2650,331
c_10109,2650,2982,332
c_10137,2982,3315,333
c_1017,3315,3640,325
c_10175,3640,3969,329
c_10188,3969,4301,332
c_10203,4301,4628,327
c_10214,4628,4927,299
c_10215,4927,5261,334
c_1024,5261,5579,318
c_10241,5579,5911,332
c_10249,5911,6238,327
c_10256,6238,6568,330
c_10260,6568,6901,333
c_10261,6901,7233,332
c_10264,7233,7562,329
c_10267,7562,7894,332
c_10318,7894,8227,333
c_10326,8227,8558,331
c_10335,8558,8891,333
c_10351,8891,9223,332
c_10355,9223,9550,327
c_10412,9550,9884,334
c_10415,9884,10217,333
c_10417,10217,10550,333
c_10429,10550,10882,332
c_10435,10882,11210,328
c_10439,11210,11541,331
c_10441,11541,11870,329
c_10452,11870,12202,332
c_10457,12202,12528,326
c_10459,12528,12862,334
c_10467,12862,13195,333
c_10483,13195,13527,332
c_10518,13527,13859,332
c_10527,13859,14192,333
c_10587,14192,14522,330
c_10588,14522,14853,331
c_1060,14853,15186,333
c_10603,15186,15514,328
c_10605,15514,15846,332
c_10619,15846,16174,328
c_10620,16174,16507,333
c_10632,16507,16832,325
c_10654,16832,17163,331
c_10663,17163,17494,331
c_10672,17494,17818,324
c_10677,17818,18150,332
c_10684,18150,18483,333
c_10704,18483,18816,333
c_10728,18816,19140,324
c_10749,19140,19472,332
c_10775,19472,19798,326
c_10810,19798,20131,333
c_10813,20131,20460,329
c_10816,20460,20792,332
c_10821,20792,21120,328
c_10822,21120,21453,333
c_10824,21453,21787,334
c_10838,21787,22105,318
c_10844,22105,22428,323
c_10854,22428,22760,332
c_10870,22760,23092,332
c_10875,23092,23426,334
c_10903,23426,23756,330
c_1091,23756,24085,329
c_10910,24085,24418,333
c_10929,24418,24751,333
c_10950,24751,25083,332
c_10965,25083,25414,331
c_10968,25414,25746,332
c_10987,25746,26074,328
c_10995,26074,26406,332
c_10999,26406,26736,330
c_11007,26736,27069,333
c_11015,27069,27399,330
c_11019,27399,27733,334
c_11059,27733,28067,334
c_1108,28067,28397,330
c_11113,28397,28730,333
c_11124,28730,29064,334
c_11125,29064,29393,329
c_11133,29393,29725,332
c_11138,29725,30050,325
c_1114,30050,30379,329
c_11178,30379,30709,330
c_11179,30709,31034,325
c_11203,31034,31366,332
c_11210,31366,31698,332
c_11227,31698,32029,331
c_11240,32029,32359,330
c_11243,32359,32691,332
c_11245,32691,33020,329
c_11250,33020,33353,333
c_11264,33353,33682,329
c_11271,33682,34014,332
c_11277,34014,34347,333
c_11286,34347,34680,333
c_11337,34680,35011,331
c_11349,35011,35324,313
c_11359,35324,35654,330
c_1137,35654,35987,333
c_11380,35987,36320,333
c_11418,36320,36651,331
c_11430,36651,36984,333
c_11433,36984,37309,325
c_1144,37309,37642,333
c_11450,37642,37974,332
c_11455,37974,38307,333
c_11459,38307,38639,332
c_11473,38639,38970,331
c_11502,38970,39304,334
c_11505,39304,39634,330
c_11517,39634,39966,332
c_11523,39966,40290,324
c_11532,40290,40621,331
c_11533,40621,40953,332
c_11539,40953,41283,330
c_11540,41283,41616,333
c_11550,41616,41941,325
c_11555,41941,42273,332
c_11564,42273,42604,331
c_11567,42604,42937,333
c_11585,42937,43268,331
c_11589,43268,43601,333
