container_id,n_points,et_r2,naive_r2,et_minus_naive_pp,note,horizon
c_12962,343,0.8453269025927195,0.8354291915893555,0.9897711003364007,,10min
c_12981,342,0.6542374042544179,0.6458797454833984,0.835765877101946,,10min
c_12991,340,0.7662788659028965,0.7564913630485535,0.9787502854343044,,10min
c_13013,336,0.8820946506618934,0.8791557550430298,0.2938895618863624,,10min
c_13025,341,-0.06065636308229716,-0.0620877742767334,0.14314111944362384,,10min
c_1304,336,,,,constant_y_true,10min
c_13045,341,0.04968546802574714,0.04340386390686035,0.6281604118886785,,10min
c_1306,343,,,,constant_y_true,10min
c_13073,342,0.7051498636567972,0.700614333152771,0.45355305040262195,,10min
c_13083,344,0.5096725968781135,0.50221848487854,0.7454111999573465,,10min
c_13086,340,0.9147650011947315,0.9116599559783936,0.31050452163379205,,10min
c_13122,336,0.7422955747500648,0.7433125972747803,-0.10170225247154718,,10min
c_13131,341,,,,constant_y_true,10min
c_13141,342,,,,constant_y_true,10min
c_13165,343,0.2592944313865969,0.26681703329086304,-0.7522601904266124,,10min
c_13171,336,0.3017668158555631,0.2709243893623352,3.084242649322788,,10min
c_13187,342,-0.02928117105409256,-0.03987431526184082,1.0593144207748262,,10min
c_13200,340,0.3389602352786011,0.3286275267601013,1.0332708518499767,,10min
c_13204,340,0.9563345721664555,0.9515800476074219,0.47545245590335794,,10min
c_13210,342,0.42228127969651497,0.4033315181732178,1.8949761523297193,,10min
c_13231,340,0.9412882982479476,0.9367341995239258,0.45540987240217934,,10min
c_13290,338,0.9745882318244535,0.9714778661727905,0.3110365651663005,,10min
c_13298,334,0.9464974871038899,0.9436158537864685,0.2881633317421417,,10min
c_13314,343,0.8839084673614629,0.8809348940849304,0.29735732765324707,,10min
c_13323,336,0.30517719424738077,0.27047330141067505,3.470389283670572,,10min
c_13326,340,0.2148284709837066,0.18805956840515137,2.6768902578555243,,10min
c_13329,343,0.3674609375776283,0.3619927763938904,0.5468161183737941,,10min
c_13334,328,0.5094445266316503,0.5053563714027405,0.4088155228909818,,10min
c_13348,343,-0.9206195515943876,-0.9060846567153931,-1.4534894878994509,,10min
c_13357,343,0.5783249599385742,0.5602481365203857,1.8076823418188503,,10min
c_1339,342,,,,constant_y_true,10min
c_13396,343,0.9611544829458604,0.960105299949646,0.10491829962143706,,10min
c_1340,343,0.7581451125319772,0.7519940137863159,0.6151098745661332,,10min
c_13416,343,0.038494756191850166,0.02657926082611084,1.1915495365739326,,10min
c_13453,339,0.8720999013775925,0.8631152510643005,0.8984650313291986,,10min
c_13459,342,0.2347106059885451,0.22723311185836792,0.7477494130177176,,10min
c_1348,338,0.0226231237405482,-0.006840705871582031,2.9463829612130232,,10min
c_1349,343,0.8748682841826193,0.8693780899047852,0.5490194277834148,,10min
c_13497,341,0.5447248874754747,0.5311965942382812,1.35282932371934,,10min
c_13518,323,0.6126296414406206,0.6092624664306641,0.33671750099565356,,10min
c_13539,342,0.9742634178666238,0.9726253747940063,0.1638043072617501,,10min
c_13541,344,-1.4120472374927058,-1.0058307647705078,-40.621647272219796,,10min
c_13595,343,0.3180200911088015,0.30960148572921753,0.8418605379583943,,10min
c_136,342,0.8462506778527745,0.8420470952987671,0.42035825540074345,,10min
c_13606,337,0.9201522528779245,0.9180682301521301,0.20840227257943322,,10min
c_13628,343,0.7452315554349727,0.7421625852584839,0.3068970176488772,,10min
c_13665,339,0.42984388800794504,0.41545945405960083,1.438443394834421,,10min
c_13666,343,0.9651691142900987,0.9619156122207642,0.3253502069334502,,10min
c_13676,343,-0.3437489132605309,-0.3429679870605469,-0.07809261999840444,,10min
c_13677,342,0.062241406465768256,0.07118195295333862,-0.8940546487570367,,10min
c_13678,343,,,,constant_y_true,10min
c_13687,337,0.8688077488291519,0.8568918704986572,1.1915878330494678,,10min
c_13692,343,0.6941913625619478,0.6824449300765991,1.174643248534868,,10min
c_1373,341,-0.05134429305536892,-0.05900609493255615,0.7661801877187235,,10min
c_13749,342,0.06871910119645552,-0.0016094446182250977,7.032854581468062,,10min
c_13760,344,0.7137938951684275,0.7166644930839539,-0.28705979155263517,,10min
c_13762,335,0.7302644270523927,0.726951003074646,0.3313423977746699,,10min
c_13770,344,0.3859750223627202,0.3261154890060425,5.985953335667771,,10min
c_13773,343,0.8134814408996848,0.8058086037635803,0.7672837136104449,,10min
c_13808,339,0.18198327655246416,0.19253647327423096,-1.05531967217668,,10min
c_13823,329,0.6983418345887824,0.6870650053024292,1.1276829286353207,,10min
c_13828,343,0.9364975053447666,0.930558979511261,0.5938525833505626,,10min
c_13832,339,0.20610626667353704,0.21258187294006348,-0.6475606266526435,,10min
c_13842,341,0.23063000785429566,0.22862976789474487,0.2000239959550787,,10min
c_13866,344,-0.09898918314093086,-0.08666527271270752,-1.232391042822334,,10min
c_13876,342,0.8918498740311239,0.8878094553947449,0.40404186363790506,,10min
c_13880,339,0.6976873227470266,0.6893534660339355,0.8333856713091059,,10min
c_13899,342,,,,constant_y_true,10min
c_13906,338,0.14679855866379588,0.11495542526245117,3.1843133401344703,,10min
c_13916,341,0.305025968917774,0.28245580196380615,2.257016695396785,,10min
c_13919,331,0.7894822450945184,0.7860335111618042,0.34487339327141653,,10min
c_13920,343,0.08710211258760492,0.09608244895935059,-0.8980336371745667,,10min
c_13949,340,0.44372637978556206,0.41726982593536377,2.6456553850198294,,10min
c_13979,342,0.4195012968950521,0.3680994510650635,5.140184582998863,,10min
c_13980,343,0.9110065562795141,0.9072213768959045,0.37851793836095604,,10min
