Dataset,N_series,CV_median,Hurst_median,ACF@10min,ACF@30min,ACF@60min,ACF@120min
Alibaba (batch),4919,0.34669267700427703,0.7754806505288252,0.739024526857466,0.4665073101146431,0.31969790795673836,0.21117760213032813
