container_id,dataset,n_test_points,mean,std,cv,DFA,LZC,SampEn,WPE,catch22_1,catch22_2,catch22_3,catch22_4,catch22_5,catch22_6,catch22_7,catch22_8,catch22_9,catch22_10,catch22_11,catch22_12,catch22_13,catch22_14,catch22_15,catch22_16,catch22_17,catch22_18,catch22_19,catch22_20,catch22_21,catch22_22
c_10032,alibaba,345,2.915942028985507,1.0137637132017394,0.3476625060184892,1.3160810295889689,0.3176692265844983,0.10404750845219247,0.48721017523288956,-0.5081990384708159,-0.7051975421477054,26.50966166914608,15.0,0.8070419632510947,0.027780518855059732,0.0755813953488372,187.0,0.07407407407407407,20.0,0.2590778588324404,14.0,0.008849557522123894,-0.8492753623188406,0.5333333333333334,0.9311953562699904,2.0,1.3315503698008,0.13333333333333333,0.8222222222222222,0.03681553890925782,0.41757869086271704
c_10036,alibaba,344,17.01453488372093,11.359215002866229,0.6676183087281706,1.4272864440201047,0.2449495568227354,0.12519795947096515,0.5632940806567731,-0.47597119968980284,-0.7221085665647187,15.774259743694964,42.0,0.6173714093248224,0.2773901029550856,0.20699708454810495,44.0,0.011574074074074073,79.0,0.14117833329534302,25.0,0.037037037037037035,-0.3691860465116279,-0.14534883720930236,0.9449296216871427,3.0,1.2620574630452632,0.8666666666666667,0.8222222222222222,0.07363107781851563,0.4059032206319928
c_1005,alibaba,345,11.391304347826088,4.238599000505066,0.3720907519527348,1.3113480653285439,0.4154136039951132,0.39834281244177727,0.48541081264995195,-0.11574385681782828,0.1551787106893885,25.743164416488554,16.0,0.6226137501051803,-0.030406999818428128,0.2063953488372093,49.0,0.046296296296296294,31.0,0.22121730291489516,15.0,0.018867924528301886,0.2927536231884058,-0.336231884057971,0.9107734688447232,3.0,1.4734435943754947,0.8666666666666667,0.8222222222222222,0.03681553890925782,0.4627186743296563
c_10065,alibaba,345,0.4811594202898551,0.49964490646476695,1.0384186309056902,1.1111847607083862,0.4642857927004206,0.13027330270496487,0.46504643112945704,-0.7617542169122822,-0.8616801503095207,16.234841148490524,38.0,0.31516953392280816,0.0,0.06395348837209303,37.0,0.05442176870748299,70.0,0.24084603460876014,37.0,0.045454545454545456,0.27826086956521734,-0.1942028985507246,0.8337495632834383,2.0,0.9302069021476846,0.8222222222222222,0.6222222222222222,0.08590292412160157,0.5937940334820415
c_10076,alibaba,340,10.9,3.9245082119779484,0.3600466249521053,1.031558158975517,0.6430710715870007,0.46729935871609973,0.5648283711963147,-0.5088680032872043,-0.13993870090398114,2.315329890484054,6.0,0.22579098283743276,-0.1082046598289538,0.22418879056047197,38.0,0.01511715797430083,32.0,0.0785273041202542,5.0,0.125,-0.08823529411764708,-0.4529411764705882,0.6551609704532636,2.0,1.6600041897368079,0.35555555555555557,0.8444444444444444,0.4172427743049219,0.9070012335613805
c_10082,alibaba,345,7.840579710144928,16.411928490137452,2.093203448834536,1.2588297437203855,0.4154136039951132,0.026780647769997255,0.42276670858151494,0.198312652061444,-0.048101179057144394,3.9383967715976675,21.0,0.11311125193528296,0.11323017090218054,0.11046511627906977,12.0,0.007284079084287201,46.0,0.07108257408210336,9.0,0.09090909090909091,0.25217391304347836,-0.011594202898550732,0.7819043665992128,3.0,1.4427830681241933,0.5111111111111111,0.4666666666666667,0.2577087723648047,0.7445065931870922
c_10104,alibaba,339,20.61946902654867,8.763344060807878,0.42500338148982414,1.28142094216777,0.223145348578841,0.27062004717505944,0.4592718627310001,0.15730219864492456,0.35100573941216795,31.117583668420313,81.0,0.9561533262388074,-0.0069896290855489315,0.21301775147928995,146.0,0.04000000000000001,84.0,0.31222717605206235,40.0,0.015384615384615385,0.25073746312684375,-0.35398230088495575,0.9595811337092751,3.0,1.343654758731661,0.6666666666666666,0.4888888888888889,0.024543692606171875,0.31887681565263487
c_10105,alibaba,343,2.6501457725947524,0.8639483111215097,0.3260002978159272,1.1084115291168701,0.6629613664334283,0.3173803440127917,0.5895862055522069,-0.5202731444291249,-0.7514307720705622,3.634107350421913,9.0,0.3289861851878949,-0.20766649104508428,0.18128654970760233,19.0,0.06749999999999999,11.0,0.17649563566026258,8.0,0.058823529411764705,-0.029154518950437303,0.7317784256559767,0.7322728894591024,2.0,1.543175182496712,0.5111111111111111,0.8,0.28225246497097656,0.7872701712254027
c_10109,alibaba,344,10.962209302325581,4.117640976579489,0.3756214521196882,1.3903442368085581,0.29393946818728245,0.41126703072427234,0.5634733269156916,-0.5243449541202918,-0.33034155082114647,38.67852775526489,67.0,0.9108706375874864,0.0025362601599677485,0.19533527696793002,138.0,0.04166666666666667,97.0,0.6671115852622652,40.0,0.013157894736842105,0.20058139534883712,-0.39534883720930236,0.9610516173776171,2.0,1.302369374847262,0.15555555555555556,0.8666666666666667,0.024543692606171875,0.3113486197674757
c_10137,alibaba,345,5.939130434782609,5.6470389160354335,0.9508191439883966,1.285311694174562,0.6109023588163429,0.10431548351261774,0.5658055141338423,0.5235620614356652,0.09033559797164561,4.174121406159321,7.0,0.057126220733891744,0.993854027189051,0.1744186046511628,15.0,0.09343329168402055,48.0,0.03609889709499034,13.0,0.14285714285714285,-0.7855072463768116,-0.2753623188405797,0.8470213301279053,3.0,0.9477776897341965,0.5777777777777777,0.8666666666666667,0.2577087723648047,0.7100470390273423
c_1017,alibaba,337,4.166172106824926,0.9319491746591049,0.22369435317672245,1.14212496471026,0.3986518590472099,0.1938335614503434,0.5844973645544501,0.03624410756825425,-0.17804123015984752,9.095869736955262,18.0,0.5047832001002874,-0.04392677800505096,0.125,35.0,0.08333333333333333,18.0,0.18614512652879475,17.0,0.02631578947368421,0.1543026706231454,-0.400593471810089,0.8294080225044844,2.0,0.7787913727997888,0.13333333333333333,0.8666666666666667,0.0981747704246875,0.64674102099061
