framing,n,partial_r2,ci_low,ci_high,passes_threshold,r2_full,r2_reduced,coef_wpe,partial_r2_nohorizon,vif_wpe,vif_acf_24h
headline_per_cell,12,0.0789599459116201,-9.1511680723806e-16,0.0789599459116201,False,0.9109821036214457,0.903350678416845,3.4524330983806903,0.021412744744392698,1.4302001984823858,1.4302001984823847
robustness_bitbrains_pervm,568,0.055842634626668296,0.000661963693977196,0.2125780797659466,False,0.18638864940087152,0.1382672206582678,1354.6260399618322,0.05583020445541333,4.248059195286493,4.248059195286493
