container_id,start_idx,end_idx,n_points
bd_instance_1,0,686,686
bd_instance_10,686,1372,686
bd_instance_11,1372,2058,686
bd_instance_12,2058,2744,686
bd_instance_13,2744,3430,686
bd_instance_14,3430,4116,686
bd_instance_15,4116,4802,686
bd_instance_16,4802,5488,686
bd_instance_17,5488,6174,686
bd_instance_18,6174,6860,686
bd_instance_19,6860,7546,686
bd_instance_2,7546,8232,686
bd_instance_20,8232,8918,686
bd_instance_21,8918,9604,686
bd_instance_22,9604,10290,686
bd_instance_23,10290,10976,686
bd_instance_24,10976,11662,686
bd_instance_25,11662,12348,686
bd_instance_26,12348,13034,686
bd_instance_27,13034,13720,686
bd_instance_28,13720,14406,686
bd_instance_29,14406,15092,686
bd_instance_3,15092,15778,686
bd_instance_30,15778,16464,686
bd_instance_31,16464,17150,686
bd_instance_32,17150,17836,686
bd_instance_33,17836,18522,686
bd_instance_34,18522,19208,686
bd_instance_35,19208,19894,686
bd_instance_36,19894,20580,686
bd_instance_37,20580,21266,686
bd_instance_38,21266,21952,686
bd_instance_39,21952,22638,686
bd_instance_4,22638,23324,686
bd_instance_40,23324,24010,686
bd_instance_41,24010,24696,686
bd_instance_42,24696,25382,686
bd_instance_43,25382,26068,686
bd_instance_44,26068,26754,686
bd_instance_45,26754,27440,686
bd_instance_46,27440,28126,686
bd_instance_47,28126,28812,686
bd_instance_48,28812,29498,686
bd_instance_49,29498,30184,686
bd_instance_5,30184,30870,686
bd_instance_50,30870,31556,686
bd_instance_51,31556,32242,686
bd_instance_52,32242,32928,686
bd_instance_53,32928,33614,686
bd_instance_54,33614,34300,686
bd_instance_55,34300,34986,686
bd_instance_56,34986,35672,686
bd_instance_57,35672,36358,686
bd_instance_58,36358,37044,686
bd_instance_59,37044,37730,686
bd_instance_6,37730,38416,686
bd_instance_60,38416,39102,686
bd_instance_61,39102,39788,686
bd_instance_62,39788,40474,686
bd_instance_63,40474,41160,686
bd_instance_64,41160,41846,686
bd_instance_65,41846,42532,686
bd_instance_66,42532,43218,686
bd_instance_67,43218,43904,686
bd_instance_68,43904,44590,686
bd_instance_69,44590,45276,686
bd_instance_7,45276,45962,686
bd_instance_70,45962,46648,686
bd_instance_71,46648,47334,686
bd_instance_72,47334,48020,686
bd_instance_73,48020,48706,686
bd_instance_74,48706,49392,686
bd_instance_75,49392,50078,686
bd_instance_76,50078,50764,686
bd_instance_77,50764,51450,686
bd_instance_78,51450,52136,686
bd_instance_79,52136,52822,686
bd_instance_8,52822,53508,686
bd_instance_80,53508,54194,686
bd_instance_81,54194,54880,686
bd_instance_82,54880,55566,686
bd_instance_83,55566,56252,686
bd_instance_84,56252,56938,686
bd_instance_85,56938,57624,686
bd_instance_86,57624,58310,686
bd_instance_87,58310,58996,686
bd_instance_88,58996,59682,686
bd_instance_89,59682,60368,686
bd_instance_9,60368,61054,686
bd_instance_90,61054,61740,686
bd_instance_91,61740,62426,686
bd_instance_92,62426,63112,686
bd_instance_93,63112,63798,686
