Horizon,naive_R2,naive_MAE,ets_R2,ets_MAE,arima_R2,arima_MAE,linear_reg_R2,linear_reg_MAE,xgboost_R2,xgboost_MAE,lightgbm_R2,lightgbm_MAE,extratrees_R2,extratrees_MAE,bilstm_R2,bilstm_MAE,homo_ensemble_R2,homo_ensemble_MAE,hetero_ensemble_R2,hetero_ensemble_MAE,naive_mem_R2,naive_mem_MAE,homo_ensemble_mem_R2,homo_ensemble_mem_MAE,cpu_improvement_pp,mem_improvement_pp
10min,0.9187769889831543,0.8669089674949646,0.9183070063591003,0.872564971446991,0.9183820486068726,0.8725002408027649,0.9205512404441833,0.9940179586410522,0.9203599691390991,0.938362181186676,0.918776987830391,0.8669089576836804,0.9212260873950906,0.9675259431487662,0.9213440418243408,0.990684449672699,0.9212772559540519,0.9665217217640901,0.9213526477559788,0.9754348664287738,0.9951890110969543,0.34194761514663696,0.9952777279573334,0.4166079499121539,0.25756587728245073,0.008871686037903448
